model,outcome,coef_m2_growth,std_error_m2_growth,p_value_m2_growth,nobs,r2
iv_twfe_lag,inflation,1.496726961131978,0.21899939768345786,8.235634396669411e-12,3409,-1.1268027857126213
iv_twfe_lag,gdp_growth,-0.004007530442860401,0.00251504342469695,0.11106511512644834,3409,0.9748829035426377
