model,outcome,coef_m2_growth,std_error_m2_growth,p_value_m2_growth,nobs,r2
iv_twfe_external,inflation,0.9816966306089322,0.24508469521785123,6.187587537254124e-05,3535,0.297647449048685
iv_twfe_external,gdp_growth,-0.03468415775455788,0.030951921941290334,0.2624659520308912,3535,0.9528971221179675
