spec,coef,p_value,abs_drift_pct
fe_baseline_twfe,0.5706189482078189,2.834892373293485e-06,0.0
fe_controls_restricted_twfe,0.5027609530338522,0.00021142047701294686,0.11891998221771793
iv_twfe_external,1.0326539327021749,0.00010404277739106682,0.8097084507016463
period_1991_2005,0.6962222033314218,3.566962503143145e-09,0.22011756798138843
period_2006_2020,0.07130566216385816,0.3189254402138819,0.8750380400303694
