model_name,outcome,term,coef,std_error,p_value,nobs,r2_within,r2_between,r2_overall
fe_baseline,gdp_growth,Intercept,0.035920366946197754,0.0013891850898693117,0.0,4292,0.0003673923236291454,-0.004624329171471597,-0.0010836774726155074
fe_baseline,gdp_growth,m2_growth,-0.007960530669723588,0.009359756473571325,0.3950934063791576,4292,0.0003673923236291454,-0.004624329171471597,-0.0010836774726155074
