model_name,outcome,term,coef,std_error,p_value,nobs,r2_within,r2_between,r2_overall
fe_baseline,inflation,Intercept,0.0037993530973391776,0.018061864633696394,0.8334032461358125,4292,0.4501098796726375,0.7822875098454247,0.5176741180163718
fe_baseline,inflation,m2_growth,0.5706189482078191,0.12169339828281105,2.8348923730714404e-06,4292,0.4501098796726375,0.7822875098454247,0.5176741180163718
