spec,coef,p_value,abs_drift_pct
fe_baseline_twfe,0.5706189482078166,2.8348923730714404e-06,0.0
fe_controls_restricted_twfe,0.5027609530338537,0.00021142047701294686,0.1189199822177116
iv_twfe_external,1.0326539327021749,0.00010404277739106682,0.8097084507016536
period_1991_2005,0.6962222033314243,3.566962503143145e-09,0.22011756798139767
period_2006_2020,0.07130566216385822,0.3189254402138819,0.8750380400303688
