check,clustering,first_stage_stat,first_stage_p,coef,p_value
core_iv_inflation_first_stage,country,4.224306224320861,0.0398489070229171,1.0326539327021749,0.00010404277739106682
core_iv_inflation_first_stage,country_year,3.801589646450824,0.05120394870980782,1.0326539327021749,0.002826438307850454
