model,coef_m2_growth,p_value,adj_r2,nobs
pooled_inflation,0.8891249517898492,8.828514948973511e-71,0.6869950229765593,4749
pooled_gdp_growth,-0.000509052846719612,0.948981050373455,-0.00020691440233844283,4749
