model,coef_m2_growth,p_value,adj_r2,nobs
longrun_inflation_country_avg,0.9515991715473413,4.41139092107917e-50,0.876036616503666,108
longrun_gdp_country_avg,0.016277142120798314,0.4840251581534504,-0.0047586166006472475,108
