spec,coef,p_value,abs_drift_pct
fe_baseline_twfe,0.5706189482078191,2.8348923730714404e-06,0.0
fe_controls_restricted_twfe,0.5027609530338526,0.00021142047701294686,0.1189199822177175
iv_twfe_external,1.0326539327025717,0.00010404277739151091,0.809708450702341
period_1991_2005,0.696222203331422,3.566962503143145e-09,0.22011756798138832
period_2006_2020,0.07130566216385811,0.3189254402138819,0.8750380400303696
