instrument,nobs,coef,t_stat,approx_F_t2,p_value
instrument_m2_l1,3409,0.24521506035670132,15.40440432346984,237.2956725609363,1.0082710037909322e-51
instrument_m2_external_level,3535,-0.00019899088694525917,-3.07717176630714,9.468986079357803,0.0021066055219468864
